,0
0,1
1,1
2,1
3,0
4,1
5,1
6,0
7,0
8,0
9,0
10,1
11,1
12,0
13,0
14,1
15,1
16,1
17,1
18,0
19,0
20,1
21,1
22,1
23,1
24,1
25,1
26,0
27,0
28,0
29,0
30,0
31,0
32,1
33,1
34,0
35,1
36,0
37,0
38,0
39,0
40,1
41,0
42,0
43,1
44,0
45,0
46,1
47,0
48,1
49,1
50,0
51,1
52,1
53,0
54,1
55,0
56,1
57,0
58,0
59,1
60,1
61,0
62,1
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,0
78,0
79,1
80,0
81,0
82,1
83,0
84,0
85,0
86,1
87,1
88,0
89,0
90,0
91,1
92,1
93,0
94,0
95,0
96,1
97,0
98,1
99,1
100,0
101,0
102,0
103,0
104,0
105,1
106,1
107,0
108,1
109,1
110,1
111,0
112,1
113,0
114,0
115,0
116,0
117,0
118,1
119,0
120,1
121,1
122,0
123,1
124,0
125,1
126,0
127,0
128,0
129,1
130,0
131,0
132,0
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,0
141,1
142,1
143,0
144,0
145,1
146,1
147,0
148,0
149,0
150,0
151,1
152,0
153,1
154,0
155,0
156,1
157,0
158,0
159,1
160,0
161,1
162,1
163,0
164,0
165,1
166,1
167,0
168,1
169,1
170,1
171,1
172,1
173,0
174,1
175,1
176,1
177,1
178,1
179,0
180,1
181,1
182,1
183,1
184,0
185,0
186,1
187,1
188,0
189,0
190,0
191,0
192,0
193,1
194,0
195,0
196,1
197,1
198,1
199,1
200,0
201,0
202,0
203,0
204,0
205,1
206,1
207,1
208,1
209,0
210,0
211,1
212,0
213,0
214,0
215,1
216,1
217,0
218,1
219,1
220,0
221,1
222,0
223,1
224,1
225,0
226,1
227,1
228,1
229,0
230,0
231,1
232,1
233,0
234,0
235,1
236,1
237,0
238,0
239,1
240,1
241,0
242,1
243,1
244,1
245,0
246,1
247,0
248,1
249,0
250,1
251,0
252,0
253,0
254,1
255,0
256,0
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,0
266,1
267,1
268,1
269,0
270,1
271,0
272,1
273,1
274,1
275,0
276,0
277,0
278,0
279,1
280,1
281,1
282,1
283,1
284,0
285,0
286,0
287,1
288,0
289,1
290,1
291,1
292,1
293,0
294,0
295,0
296,0
297,0
298,1
299,1
300,0
301,1
302,0
303,0
304,0
305,0
306,0
307,1
308,0
309,0
310,0
311,0
312,1
313,0
314,0
315,1
316,1
317,1
318,0
319,1
320,1
321,0
322,1
323,0
324,0
325,1
326,0
327,0
328,0
329,1
330,0
331,0
332,1
333,1
334,1
335,1
336,0
337,0
338,0
339,1
340,0
341,1
342,1
343,1
344,1
345,0
346,0
347,1
348,0
349,1
350,0
351,1
352,0
353,1
354,0
355,1
356,0
357,1
358,1
359,1
360,1
361,0
362,1
363,0
364,1
365,1
366,0
367,1
368,1
369,1
370,1
371,0
372,1
373,0
374,0
375,1
376,0
377,1
378,0
379,0
380,0
381,1
382,1
383,0
384,0
385,1
386,0
387,0
388,1
389,0
390,0
391,0
392,1
393,0
394,0
395,0
396,0
397,0
398,1
399,0
