,0
0,0
1,0
2,0
3,0
4,0
5,1
6,1
7,1
8,1
9,0
10,1
11,0
12,0
13,0
14,1
15,0
16,1
17,0
18,0
19,1
20,0
21,1
22,0
23,0
24,1
25,0
26,1
27,1
28,1
29,0
30,1
31,0
32,0
33,1
34,1
35,1
36,0
37,0
38,0
39,0
40,0
41,1
42,1
43,1
44,1
45,0
46,1
47,1
48,1
49,0
50,0
51,0
52,1
53,1
54,1
55,1
56,0
57,1
58,1
59,0
60,1
61,0
62,1
63,0
64,0
65,1
66,0
67,1
68,0
69,1
70,0
71,1
72,0
73,0
74,1
75,0
76,1
77,1
78,1
79,1
80,0
81,1
82,1
83,1
84,0
85,1
86,1
87,0
88,1
89,0
90,1
91,0
92,0
93,0
94,1
95,0
96,1
97,1
98,1
99,0
100,1
101,0
102,1
103,1
104,0
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,0
114,0
115,1
116,0
117,1
118,0
119,1
120,1
121,1
122,1
123,1
124,0
125,1
126,0
127,0
128,0
129,0
130,1
131,0
132,1
133,1
134,0
135,1
136,0
137,0
138,0
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,0
150,1
151,0
152,1
153,0
154,0
155,0
156,0
157,1
158,0
159,1
160,0
161,0
162,1
163,0
164,0
165,1
166,0
167,0
168,1
169,1
170,0
171,0
172,0
173,1
174,1
175,0
176,1
177,0
178,1
179,1
180,1
181,0
182,0
183,0
184,1
185,0
186,0
187,1
188,0
189,0
190,1
191,1
192,0
193,1
194,0
195,1
196,0
197,0
198,0
199,1
200,1
201,1
202,1
203,0
204,1
205,0
206,0
207,0
208,1
209,1
210,0
211,0
212,0
213,1
214,1
215,0
216,0
217,1
218,1
219,0
220,1
221,0
222,1
223,0
224,1
225,1
226,1
227,0
228,0
229,1
230,0
231,0
232,0
233,1
234,0
235,0
236,1
237,1
238,1
239,1
240,0
241,0
242,0
243,0
244,0
245,0
246,1
247,0
248,1
249,0
250,1
251,1
252,0
253,0
254,0
255,0
256,1
257,0
258,0
259,1
260,1
261,0
262,1
263,1
264,0
265,1
266,0
267,1
268,1
269,0
270,1
271,0
272,1
273,0
274,0
275,0
276,0
277,0
278,1
279,0
280,0
281,1
282,1
283,1
284,0
285,0
286,1
287,0
288,1
289,0
290,1
291,1
292,0
293,0
294,1
295,0
296,1
297,0
298,1
299,0
300,1
301,1
302,0
303,0
304,0
305,1
306,1
307,1
308,0
309,1
310,0
311,0
312,0
313,0
314,1
315,0
316,0
317,1
318,0
319,1
320,0
321,0
322,0
323,0
324,0
325,0
326,1
327,1
328,1
329,1
330,1
331,0
332,1
333,0
334,0
335,0
336,1
337,0
338,1
339,0
340,1
341,0
342,1
343,0
344,0
345,0
346,1
347,1
348,1
349,0
350,1
351,1
352,0
353,1
354,0
355,0
356,1
357,0
358,1
359,0
360,1
361,0
362,0
363,0
364,1
365,0
366,1
367,1
368,1
369,0
370,1
371,0
372,0
373,0
374,1
375,1
376,0
377,1
378,1
379,1
380,1
381,1
382,0
383,0
384,1
385,0
386,1
387,0
388,0
389,1
