,0
0,1
1,0
2,1
3,1
4,1
5,1
6,1
7,0
8,0
9,0
10,0
11,1
12,0
13,0
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,0
25,1
26,1
27,1
28,1
29,0
30,1
31,0
32,1
33,1
34,0
35,0
36,1
37,1
38,1
39,0
40,1
41,1
42,1
43,0
44,0
45,1
46,0
47,0
48,0
49,0
50,1
51,0
52,0
53,0
54,1
55,1
56,0
57,0
58,0
59,1
60,1
61,0
62,1
63,0
64,1
65,0
66,0
67,1
68,1
69,1
70,1
71,0
72,1
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,1
83,0
84,1
85,1
86,0
87,1
88,1
89,0
90,0
91,0
92,1
93,0
94,0
95,0
96,0
97,0
98,1
99,1
100,0
101,1
102,0
103,0
104,1
105,0
106,1
107,1
108,1
109,1
110,0
111,1
112,0
113,1
114,1
115,0
116,1
117,0
118,0
119,0
120,1
121,1
122,1
123,1
124,1
125,0
126,0
127,1
128,1
129,0
130,0
131,1
132,1
133,1
134,0
135,0
136,0
137,1
138,1
139,0
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,0
150,1
151,0
152,1
153,1
154,0
155,0
156,1
157,0
158,1
159,0
160,1
161,1
162,1
163,1
164,0
165,1
166,0
167,0
168,1
169,0
170,0
171,0
172,0
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,0
181,1
182,0
183,0
184,0
185,0
186,0
187,0
188,1
189,0
190,1
191,1
192,1
193,1
194,1
195,0
196,1
197,1
198,0
199,0
200,1
201,0
202,0
203,1
204,1
205,0
206,0
207,1
208,1
209,0
210,0
211,1
212,0
213,0
214,1
215,0
216,0
217,0
218,0
219,1
220,0
221,1
222,0
223,0
224,0
225,1
226,0
227,1
228,0
229,1
230,1
231,0
232,1
233,1
234,0
235,1
236,0
237,0
238,1
239,0
240,0
241,1
242,0
243,1
244,1
245,1
246,0
247,1
248,0
249,1
250,1
251,0
252,1
253,0
254,0
255,1
256,0
257,0
258,0
259,0
260,1
261,1
262,0
263,0
264,0
265,1
266,0
267,1
268,0
269,0
270,1
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,1
279,0
280,0
281,0
282,0
283,0
284,1
285,0
286,1
287,0
288,0
289,0
290,0
291,0
292,1
293,0
294,0
295,0
296,1
297,0
298,1
299,0
300,1
301,1
302,0
303,0
304,0
305,1
306,0
307,0
308,0
309,1
310,0
311,1
312,0
313,1
314,0
315,1
316,0
317,0
318,1
319,1
320,1
321,1
322,0
323,1
324,1
325,0
326,0
327,0
328,1
329,1
330,0
331,0
332,1
333,0
334,1
335,0
336,0
337,0
338,0
339,0
340,1
341,0
342,1
343,0
344,1
345,1
346,0
347,0
348,1
349,1
350,1
351,1
352,0
353,1
354,1
355,0
356,1
357,1
358,1
359,1
360,0
361,0
362,1
363,1
364,1
365,1
366,1
367,0
368,0
369,1
370,0
371,1
372,1
373,1
374,0
375,0
376,1
377,0
378,1
379,0
380,0
381,0
382,1
383,1
384,1
385,1
386,1
387,0
388,1
389,0
