,0
0,1
1,1
2,1
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,1
11,1
12,0
13,1
14,1
15,0
16,0
17,1
18,0
19,0
20,0
21,1
22,1
23,0
24,1
25,0
26,1
27,1
28,1
29,1
30,0
31,1
32,1
33,0
34,1
35,1
36,0
37,0
38,1
39,1
40,0
41,0
42,0
43,1
44,0
45,0
46,1
47,1
48,0
49,1
50,0
51,0
52,0
53,1
54,1
55,0
56,1
57,0
58,0
59,0
60,1
61,1
62,1
63,1
64,0
65,1
66,0
67,1
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,0
76,1
77,1
78,0
79,0
80,0
81,0
82,0
83,1
84,1
85,1
86,1
87,1
88,0
89,0
90,0
91,1
92,0
93,0
94,0
95,1
96,1
97,1
98,0
99,0
100,0
101,0
102,0
103,0
104,1
105,0
106,0
107,1
108,0
109,0
110,1
111,0
112,0
113,0
114,1
115,1
116,0
117,0
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,0
126,0
127,1
128,0
129,1
130,0
131,0
132,0
133,0
134,0
135,0
136,1
137,1
138,1
139,0
140,0
141,1
142,0
143,1
144,0
145,0
146,0
147,1
148,1
149,1
150,0
151,1
152,0
153,1
154,1
155,0
156,1
157,0
158,1
159,0
160,0
161,0
162,1
163,1
164,0
165,0
166,0
167,0
168,1
169,1
170,1
171,1
172,1
173,1
174,0
175,1
176,1
177,1
178,1
179,1
180,0
181,1
182,0
183,0
184,1
185,0
186,0
187,1
188,1
189,0
190,1
191,1
192,0
193,0
194,1
195,1
196,0
197,1
198,0
199,0
200,1
201,0
202,0
203,0
204,1
205,1
206,1
207,0
208,1
209,0
210,0
211,1
212,1
213,0
214,1
215,1
216,0
217,1
218,0
219,1
220,0
221,1
222,0
223,0
224,1
225,0
226,1
227,0
228,1
229,0
230,0
231,0
232,1
233,1
234,1
235,0
236,1
237,1
238,0
239,1
240,1
241,1
242,0
243,0
244,0
245,1
246,1
247,1
248,0
249,1
250,1
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,1
259,0
260,0
261,1
262,1
263,0
264,0
265,1
266,1
267,0
268,0
269,0
270,0
271,1
272,1
273,0
274,0
275,0
276,1
277,1
278,1
279,0
280,1
281,1
282,0
283,1
284,1
285,1
