,0
0,1
1,1
2,1
3,1
4,0
5,1
6,1
7,1
8,0
9,0
10,0
11,0
12,1
13,1
14,1
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,0
26,0
27,1
28,1
29,1
30,1
31,0
32,0
33,0
34,0
35,1
36,1
37,0
38,1
39,1
40,1
41,1
42,1
43,0
44,1
45,1
46,0
47,1
48,1
49,0
50,1
51,1
52,0
53,1
54,1
55,1
56,0
57,1
58,1
59,1
60,1
61,1
62,0
63,0
64,0
65,0
66,1
67,1
68,0
69,1
70,1
71,1
72,0
73,1
74,1
75,1
76,0
77,0
78,1
79,1
80,1
81,0
82,1
83,0
84,0
85,1
86,0
87,0
88,0
89,0
90,1
91,1
92,1
93,0
94,1
95,0
96,0
97,0
98,0
99,1
100,0
101,1
102,0
103,1
104,0
105,0
106,0
107,0
108,1
109,0
110,0
111,0
112,0
113,1
114,0
115,0
116,0
117,0
118,0
119,1
120,0
121,1
122,1
123,1
124,0
125,1
126,1
127,1
128,1
129,0
130,0
131,1
132,1
133,0
134,1
135,1
136,1
137,1
138,1
139,0
140,1
141,0
142,0
143,0
144,0
145,1
146,1
147,0
148,1
149,0
150,0
151,1
152,1
153,1
154,0
155,0
156,0
157,0
158,1
159,1
160,1
161,1
162,0
163,1
164,0
165,1
166,1
167,0
168,0
169,1
170,0
171,1
172,0
173,1
174,1
175,0
176,0
177,0
178,0
179,1
180,1
181,0
182,0
183,0
184,1
185,0
186,1
187,0
188,1
189,0
190,1
191,0
192,1
193,1
194,0
195,1
196,0
197,0
198,0
199,1
200,0
201,1
202,0
203,0
204,1
205,1
206,1
207,0
208,0
209,0
210,0
211,0
212,1
213,1
214,0
215,1
216,1
217,1
218,0
219,0
220,1
221,0
222,1
223,1
224,0
225,0
226,0
227,1
228,1
229,1
230,1
231,0
232,0
233,0
234,1
235,0
236,1
237,1
238,0
239,0
240,0
241,1
242,1
243,1
244,0
245,1
246,1
247,0
248,0
249,1
250,1
251,0
252,1
253,0
254,0
255,0
256,0
257,0
258,1
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,1
267,0
268,0
269,0
270,1
271,1
272,0
273,1
274,0
275,1
276,0
277,1
278,1
279,0
280,1
281,0
282,1
283,1
284,1
285,0
286,1
287,1
288,1
289,1
290,0
291,1
292,0
293,0
294,0
295,0
296,0
297,1
298,0
299,1
300,1
301,0
302,0
303,1
304,1
305,0
306,1
307,0
308,1
309,0
310,1
311,0
312,1
313,1
314,1
315,0
316,1
317,1
318,1
319,1
320,0
321,1
322,1
323,0
324,1
325,1
326,0
327,1
328,0
329,1
330,0
331,1
332,1
333,1
334,0
335,1
336,0
337,0
338,0
339,0
340,1
341,0
342,1
343,1
344,1
345,1
346,1
347,0
348,1
349,1
350,0
351,1
352,0
353,0
354,1
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,1
364,0
365,0
366,1
367,0
368,1
369,1
370,0
371,1
372,1
373,0
374,0
375,1
376,0
377,1
378,1
379,0
380,1
381,0
382,0
383,1
384,1
385,1
386,0
387,0
388,0
389,1
390,0
391,0
392,1
393,0
394,1
395,1
396,1
397,0
398,1
399,0
