,0
0,1
1,0
2,1
3,1
4,0
5,0
6,1
7,0
8,0
9,1
10,1
11,1
12,0
13,0
14,1
15,0
16,1
17,0
18,1
19,1
20,0
21,0
22,0
23,1
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,0
33,1
34,1
35,1
36,1
37,0
38,1
39,0
40,0
41,1
42,0
43,1
44,1
45,0
46,1
47,1
48,0
49,1
50,1
51,0
52,1
53,0
54,1
55,1
56,1
57,1
58,0
59,1
60,1
61,1
62,0
63,1
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,0
72,1
73,0
74,0
75,1
76,0
77,0
78,1
79,1
80,0
81,1
82,0
83,0
84,1
85,1
86,0
87,1
88,1
89,0
90,1
91,0
92,1
93,0
94,1
95,1
96,1
97,0
98,0
99,1
100,0
101,0
102,1
103,1
104,0
105,1
106,1
107,1
108,0
109,0
110,0
111,0
112,1
113,0
114,1
115,0
116,0
117,1
118,0
119,1
120,0
121,1
122,0
123,0
124,0
125,0
126,0
127,1
128,1
129,0
130,0
131,1
132,1
133,1
134,0
135,0
136,0
137,1
138,0
139,1
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,1
150,0
151,0
152,0
153,0
154,0
155,1
156,1
157,1
158,0
159,1
160,1
161,0
162,0
163,1
164,0
165,1
166,0
167,0
168,0
169,0
170,0
171,1
172,1
173,0
174,1
175,1
176,0
177,0
178,1
179,1
180,0
181,0
182,1
183,0
184,1
185,1
186,1
187,0
188,1
189,1
190,0
191,1
192,1
193,0
194,1
195,1
196,1
197,0
198,0
199,0
200,1
201,0
202,1
203,0
204,0
205,0
206,1
207,1
208,0
209,0
210,1
211,1
212,1
213,0
214,1
215,1
216,0
217,1
218,0
219,0
220,0
221,0
222,1
223,0
224,1
225,1
226,1
227,1
228,1
229,1
230,0
231,0
232,0
233,0
234,0
235,1
236,0
237,0
238,1
239,0
240,0
241,1
242,0
243,0
244,0
245,1
246,0
247,1
248,1
249,1
250,1
251,0
252,0
253,0
254,0
255,1
256,1
257,1
258,1
259,1
260,0
261,1
262,0
263,1
264,1
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,1
273,1
274,0
275,1
276,0
277,0
278,1
279,0
280,0
281,1
282,0
283,1
284,1
285,0
286,1
287,1
288,1
289,1
290,0
291,0
292,1
293,0
294,1
295,0
296,0
297,1
298,1
299,0
300,1
301,0
302,1
303,0
304,0
305,0
306,0
307,0
308,1
309,1
310,1
311,0
312,1
313,0
314,1
315,1
316,1
317,0
318,1
319,0
320,1
321,0
322,1
323,1
324,0
325,1
326,0
327,1
328,1
329,1
330,1
331,1
332,1
333,0
334,1
335,1
336,0
337,1
338,1
339,0
340,1
341,0
342,1
343,0
344,0
345,1
346,0
347,1
348,1
349,1
350,0
351,0
352,0
353,1
354,1
355,0
356,0
357,0
358,0
359,0
360,0
361,1
362,1
363,0
364,0
365,1
366,1
367,1
368,1
369,1
370,1
371,0
372,0
373,1
374,1
375,1
376,1
377,1
378,0
379,1
380,0
381,0
382,0
383,1
384,0
385,0
386,0
387,1
388,1
389,1
