,0
0,1
1,1
2,1
3,0
4,0
5,0
6,0
7,1
8,1
9,0
10,1
11,0
12,1
13,1
14,0
15,0
16,0
17,1
18,1
19,1
20,0
21,0
22,0
23,1
24,1
25,0
26,0
27,1
28,1
29,1
30,0
31,1
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
40,1
41,0
42,0
43,0
44,0
45,0
46,1
47,1
48,0
49,0
50,0
51,1
52,1
53,1
54,0
55,0
56,1
57,0
58,1
59,1
60,1
61,0
62,1
63,0
64,0
65,0
66,0
67,1
68,0
69,1
70,1
71,0
72,1
73,1
74,1
75,1
76,1
77,0
78,0
79,1
80,1
81,1
82,1
83,1
84,0
85,0
86,0
87,0
88,0
89,1
90,1
91,1
92,0
93,0
94,1
95,0
96,0
97,1
98,1
99,1
100,0
101,0
102,0
103,0
104,0
105,1
106,0
107,1
108,1
109,0
110,0
111,1
112,0
113,0
114,0
115,0
116,1
117,1
118,0
119,1
120,1
121,1
122,0
123,0
124,1
125,1
126,0
127,1
128,1
129,0
130,1
131,0
132,1
133,1
134,0
135,1
136,1
137,1
138,0
139,0
140,0
141,0
142,1
143,0
144,0
145,0
146,1
147,0
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,0
156,1
157,0
158,0
159,1
160,0
161,1
162,1
163,1
164,0
165,0
166,1
167,0
168,0
169,1
170,1
171,0
172,0
173,1
174,1
175,1
176,0
177,1
178,0
179,1
180,1
181,0
182,0
183,0
184,0
185,1
186,1
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,1
196,0
197,1
198,1
199,1
200,1
201,0
202,1
203,0
204,1
205,0
206,1
207,1
208,0
209,0
210,1
211,1
212,0
213,1
214,1
215,1
216,0
217,1
218,1
219,0
220,1
221,0
222,1
223,0
224,1
225,1
226,1
227,0
228,0
229,1
230,0
231,0
232,0
233,1
234,1
235,0
236,1
237,1
238,1
239,1
240,1
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,1
251,1
252,0
253,1
254,1
255,0
256,1
257,0
258,1
259,1
260,0
261,1
262,0
263,1
264,1
265,0
266,1
267,1
268,0
269,1
270,0
271,1
272,0
273,0
274,0
275,0
276,1
277,0
278,0
279,0
280,1
281,1
282,1
283,0
284,0
285,0
286,1
287,0
288,0
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,0
298,0
299,0
300,1
301,0
302,1
303,0
304,0
305,0
306,0
307,0
308,1
309,0
310,1
311,0
312,0
313,0
314,0
315,0
316,0
317,1
318,0
319,0
320,1
321,0
322,1
323,0
324,0
325,0
326,0
327,1
328,1
329,1
330,0
331,1
332,1
333,1
334,0
335,1
336,1
337,1
338,0
339,0
340,0
341,1
342,0
343,1
344,1
345,1
346,0
347,1
348,1
349,0
350,0
351,1
352,1
353,1
354,1
355,1
356,0
357,1
358,0
359,0
360,0
361,1
362,1
363,1
364,1
365,0
366,0
367,0
368,1
369,0
370,1
371,0
372,0
373,1
374,1
375,1
376,0
377,1
378,0
379,0
380,1
381,0
382,0
383,1
384,0
385,1
386,1
387,1
388,1
389,1
390,0
391,1
392,1
393,0
394,1
395,0
396,1
397,0
398,1
399,1
