,0
0,0
1,1
2,0
3,1
4,1
5,0
6,0
7,1
8,1
9,0
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,1
18,1
19,0
20,1
21,1
22,0
23,1
24,1
25,1
26,0
27,0
28,1
29,0
30,1
31,1
32,1
33,0
34,0
35,1
36,1
37,1
38,1
39,0
40,1
41,0
42,1
43,0
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,0
55,1
56,1
57,1
58,1
59,1
60,1
61,0
62,0
63,0
64,1
65,0
66,1
67,0
68,0
69,0
70,0
71,1
72,0
73,0
74,1
75,1
76,1
77,1
78,1
79,0
80,0
81,0
82,0
83,0
84,1
85,0
86,0
87,1
88,1
89,0
90,0
91,0
92,1
93,1
94,1
95,0
96,1
97,0
98,1
99,1
100,1
101,0
102,0
103,1
104,1
105,0
106,1
107,0
108,1
109,0
110,1
111,0
112,1
113,0
114,0
115,1
116,1
117,0
118,1
119,0
120,1
121,0
122,1
123,0
124,1
125,0
126,0
127,0
128,1
129,0
130,0
131,0
132,0
133,0
134,1
135,1
136,1
137,1
138,0
139,0
140,1
141,0
142,0
143,1
144,0
145,0
146,0
147,0
148,1
149,0
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,0
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,0
170,0
171,0
172,0
173,1
174,1
175,0
176,0
177,1
178,1
179,0
180,0
181,1
182,0
183,1
184,0
185,0
186,0
187,0
188,1
189,1
190,0
191,0
192,0
193,0
194,0
195,1
196,1
197,1
198,0
199,0
200,0
201,1
202,1
203,0
204,0
205,1
206,1
207,1
208,0
209,1
210,1
211,0
212,0
213,1
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,1
224,1
225,1
226,0
227,0
228,1
229,0
230,0
231,0
232,1
233,1
234,1
235,0
236,0
237,0
238,1
239,1
240,1
241,0
242,0
243,0
244,0
245,1
246,1
247,0
248,0
249,1
250,1
251,0
252,0
253,1
254,1
255,0
256,0
257,1
258,0
259,1
260,1
261,0
262,0
263,0
264,0
265,0
266,0
267,1
268,1
269,1
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,0
278,0
279,0
280,1
281,1
282,0
283,1
284,1
285,1
286,1
287,0
288,0
289,1
290,0
291,0
292,1
293,0
294,1
295,1
296,1
297,0
298,1
299,0
300,1
301,0
302,0
303,0
304,0
305,0
306,1
307,0
308,1
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,1
317,0
318,0
319,1
320,0
321,0
322,0
323,1
324,1
325,1
326,1
327,1
328,0
329,1
330,1
331,0
332,0
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,0
342,1
343,0
344,0
345,0
346,0
347,1
348,1
349,0
350,0
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,0
359,1
360,0
361,1
362,0
363,0
364,1
365,0
366,0
367,1
368,0
369,0
370,1
371,0
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,0
381,0
382,1
383,0
384,1
385,1
