,0
0,0
1,0
2,0
3,0
4,0
5,1
6,1
7,1
8,1
9,1
10,0
11,0
12,0
13,0
14,1
15,1
16,1
17,0
18,0
19,1
20,1
21,1
22,0
23,1
24,0
25,1
26,1
27,1
28,1
29,0
30,1
31,0
32,1
33,1
34,0
35,0
36,1
37,1
38,1
39,0
40,0
41,0
42,0
43,1
44,1
45,0
46,0
47,1
48,0
49,0
50,1
51,1
52,1
53,0
54,1
55,0
56,1
57,1
58,1
59,1
60,1
61,0
62,1
63,0
64,0
65,1
66,1
67,1
68,0
69,0
70,1
71,1
72,0
73,0
74,0
75,1
76,1
77,0
78,0
79,0
80,0
81,0
82,1
83,0
84,1
85,1
86,0
87,1
88,1
89,0
90,1
91,1
92,0
93,1
94,1
95,1
96,1
97,1
98,0
99,0
100,1
101,1
102,1
103,1
104,1
105,0
106,0
107,1
108,0
109,0
110,0
111,1
112,0
113,1
114,1
115,1
116,1
117,1
118,0
119,1
120,0
121,0
122,1
123,1
124,1
125,1
126,0
127,1
128,0
129,0
130,0
131,1
132,1
133,1
134,0
135,0
136,1
137,0
138,1
139,0
140,0
141,1
142,1
143,1
144,0
145,1
146,1
147,0
148,1
149,0
150,1
151,1
152,1
153,1
154,0
155,1
156,1
157,1
158,1
159,1
160,1
161,0
162,0
163,1
164,0
165,0
166,0
167,1
168,1
169,0
170,0
171,0
172,0
173,0
174,1
175,0
176,0
177,1
178,1
179,0
180,0
181,0
182,1
183,1
184,1
185,0
186,0
187,0
188,0
189,0
190,1
191,0
192,0
193,0
194,1
195,1
196,0
197,0
198,1
199,0
200,1
201,0
202,0
203,0
204,1
205,1
206,1
207,0
208,1
209,1
210,0
211,1
212,0
213,1
214,1
215,1
216,0
217,0
218,1
219,1
220,0
221,0
222,0
223,0
224,0
225,0
226,1
227,1
228,0
229,1
230,1
231,0
232,0
233,1
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,1
242,0
243,1
244,1
245,0
246,0
247,0
248,1
249,1
250,0
251,0
252,1
253,1
254,0
255,0
256,1
257,0
258,0
259,1
260,0
261,1
262,0
263,0
264,0
265,0
266,0
267,1
268,0
269,0
270,1
271,0
272,0
273,0
274,0
275,1
276,0
277,1
278,1
279,1
280,1
281,0
282,1
283,1
284,1
285,0
