,0
0,1
1,0
2,0
3,1
4,1
5,0
6,1
7,0
8,1
9,1
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,0
18,1
19,0
20,1
21,1
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,1
31,0
32,1
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,1
41,1
42,0
43,0
44,0
45,0
46,1
47,0
48,1
49,1
50,1
51,1
52,0
53,0
54,0
55,1
56,0
57,1
58,0
59,0
60,0
61,0
62,1
63,0
64,0
65,0
66,0
67,1
68,1
69,1
70,0
71,1
72,0
73,1
74,1
75,1
76,0
77,1
78,0
79,1
80,1
81,0
82,1
83,1
84,1
85,0
86,0
87,1
88,1
89,0
90,0
91,0
92,0
93,0
94,1
95,1
96,0
97,1
98,1
99,1
100,1
101,0
102,0
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,0
113,1
114,0
115,1
116,0
117,0
118,0
119,1
120,1
121,1
122,0
123,1
124,0
125,1
126,0
127,1
128,1
129,0
130,1
131,0
132,1
133,1
134,0
135,0
136,0
137,1
138,0
139,0
140,0
141,0
142,1
143,1
144,0
145,0
146,0
147,1
148,0
149,1
150,0
151,1
152,0
153,0
154,0
155,1
156,1
157,0
158,1
159,0
160,0
161,0
162,0
163,0
164,1
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,1
173,0
174,0
175,1
176,1
177,0
178,1
179,1
180,0
181,1
182,1
183,1
184,1
185,1
186,0
187,1
188,1
189,1
190,0
191,0
192,0
193,1
194,1
195,1
196,0
197,0
198,0
199,1
200,1
201,1
202,1
203,0
204,1
205,0
206,1
207,1
208,0
209,1
210,0
211,0
212,0
213,0
214,1
215,1
216,0
217,0
218,1
219,0
220,1
221,0
222,1
223,0
224,1
225,0
226,0
227,1
228,1
229,1
230,0
231,1
232,1
233,0
234,0
235,1
236,0
237,1
238,0
239,1
240,1
241,1
242,0
243,1
244,1
245,1
246,1
247,0
248,1
249,0
250,1
251,1
252,1
253,1
254,0
255,0
256,1
257,1
258,0
259,1
260,1
261,0
262,1
263,1
264,0
265,1
266,0
267,1
268,0
269,0
270,0
271,1
272,1
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,1
282,1
283,1
284,0
285,1
